0.00,32.00
1.00,33.70
2.00,35.40
3.00,37.10
4.00,38.80
5.00,40.50
6.00,42.20
7.00,43.90
8.00,45.60
9.00,47.30
10.00,49.00
11.00,50.70
12.00,52.40
13.00,54.10
14.00,55.80
15.00,57.50
16.00,59.20
17.00,60.90
18.00,62.60
19.00,64.30
20.00,66.00
21.00,67.70
22.00,69.40
23.00,71.10
24.00,72.80
25.00,74.50
26.00,76.20
27.00,77.90
28.00,79.60
29.00,81.30
30.00,83.00
31.00,84.70
32.00,86.40
33.00,88.10
34.00,89.80
35.00,91.50
36.00,93.20
37.00,94.90
38.00,96.60
39.00,98.30
40.00,100.00
41.00,101.70
42.00,103.40
43.00,105.10
44.00,106.80
45.00,108.50
46.00,110.20
47.00,111.90
48.00,113.60
49.00,115.30
50.00,117.00
51.00,118.70
52.00,120.40
53.00,122.10
54.00,123.80
55.00,125.50
56.00,127.20
57.00,128.90
58.00,130.60
59.00,132.30
60.00,134.00
61.00,135.70
62.00,137.40
63.00,139.10
64.00,140.80
65.00,142.50
66.00,144.20
67.00,145.90
68.00,147.60
69.00,149.30
70.00,151.00
71.00,152.70
72.00,154.40
73.00,156.10
74.00,157.80
75.00,159.50
76.00,161.20
77.00,162.90
78.00,164.60
79.00,166.30
80.00,168.00
81.00,169.70
82.00,171.40
83.00,173.10
84.00,174.80
85.00,176.50
86.00,178.20
87.00,179.90
88.00,181.60
89.00,183.30
90.00,185.00
91.00,186.70
92.00,188.40
93.00,190.10
94.00,191.80
95.00,193.50
96.00,195.20
97.00,196.90
98.00,198.60
99.00,200.30
